conversation_id,scenario,layer,curvature_min,curvature_nar,curvature_soc,curvature_mor,curvature_pos,curvature_total,model,ablation_type,param_value
T2/test/1,T2,0,7.342056751251221,5.218548774719238,8.830472946166992,5.267320156097412,5.664087295532227,14.796717461110896,gpt2,layer_count,3
T2/test/10,T2,0,4.178945541381836,1.4701837301254272,5.848518371582031,4.395270347595215,2.893420934677124,9.028869215719695,gpt2,layer_count,3
T2/test/11,T2,0,3.335218667984009,1.9128026962280273,4.706382751464844,3.2569122314453125,2.643834114074707,7.384434469025729,gpt2,layer_count,3
T2/test/12,T2,0,3.4849209785461426,2.093055009841919,4.668982982635498,2.9987974166870117,2.10526180267334,7.193738165738265,gpt2,layer_count,3
T2/test/13,T2,0,4.489245414733887,1.818371057510376,5.925838470458984,4.390036106109619,3.313018560409546,9.424641545917625,gpt2,layer_count,3
T2/test/14,T2,0,3.4849209785461426,2.093055009841919,4.668982982635498,2.9987974166870117,2.10526180267334,7.193738165738265,gpt2,layer_count,3
T2/test/15,T2,0,3.4849209785461426,2.093055009841919,4.668982982635498,2.9987974166870117,2.10526180267334,7.193738165738265,gpt2,layer_count,3
T2/test/16,T2,0,4.178945541381836,1.4701837301254272,5.848518371582031,4.395270347595215,2.893420934677124,9.028869215719695,gpt2,layer_count,3
T2/test/17,T2,0,3.335218667984009,1.9128026962280273,4.706382751464844,3.2569122314453125,2.643834114074707,7.384434469025729,gpt2,layer_count,3
T2/test/18,T2,0,7.342056751251221,5.218548774719238,8.830473899841309,5.267320156097412,5.664087295532227,14.79671803025034,gpt2,layer_count,3
T2/test/19,T2,0,4.982217311859131,2.6400859355926514,7.170097351074219,5.315250873565674,4.312388896942139,11.40400933712328,gpt2,layer_count,3
T2/test/2,T2,0,7.342056751251221,5.218548774719238,8.830472946166992,5.267320156097412,5.664087295532227,14.796717461110896,gpt2,layer_count,3
T2/test/20,T2,0,4.178945541381836,1.4701837301254272,5.848518371582031,4.395270347595215,2.893420934677124,9.028869215719695,gpt2,layer_count,3
T2/test/21,T2,0,4.489245414733887,1.818371057510376,5.925837993621826,4.390036106109619,3.313018560409546,9.424641246101457,gpt2,layer_count,3
T2/test/22,T2,0,3.335218667984009,1.9128026962280273,4.706382751464844,3.2569122314453125,2.643834114074707,7.384434469025729,gpt2,layer_count,3
